Text,label
thank you it s because of joint efforts that people of telangana can live peacefully now amp your guidance on nitty gritty of laws when you met cm of telangana has brought this comprehensive resolution against caa npr nrc allah apko lambi umar sehat aur hifazat karay,1
arrest a muslim name him as isi isis agent give explosive angles and the job is done no question asked no saboot required inciting anti caa protests is new offence in modindia chronology samjho caa nrc protests delhipogrom,2
Aligarh: Students of Aligarh Muslim University (AMU) made a symbolic 'detention centre' yesterday as a mark of protest against Citizenship Amendment Act (CAA) &amp; National Register of Citizens (NRC). https://t.co/XWnX5nuzYA,1
me if secular ruled states have problem with lockdown they can lift it who stops you why blame modi liberals today no no we must respect what central govt said our hands are tied liberals months ago states can refuse caa nrc npr who cares for central govt,2
shaheenbagh stands in solidarity with all measures taken during this fight against the corona virus but asks how many more innocent lives have to be sacrificed before the govt takes notice of its own ineptitude dealing with this crisis when will they call off caa nrc npr,1
India’s Citizenship Law Crosses The Line. AAA stands in solidarity with the protests in India against the Indian national government’s Citizenship Amendment Act (CAA) and National Register of Citizens (NRC) and strongly condemns their violent suppression. https://t.co/fSvQHAQgld,1
The new report highlights an attempt by the govt of #India to alter the basis of Indian citizenship through the pilot implementation of the Citizenship Amendment Act (CAA) &amp; National Register of Citizens (NRC) in the state of #Assam. @nadinemaenza https://t.co/Dn9EKC0ajF,2
Picture of the day.  Priyanka Gandhi interacts with protesters holding demonstration against Citizenship Amendment Act (CAA) and National Register of Citizens (NRC) in #Azamgarh @RahulGandhi @priyankagandhi @rohanrgupta @AjayLalluINC https://t.co/9vwCJaCHSf,1
"Why isn't CAA being implemented now that it is passed by the Parliament, that is something the govt has to answer and not politicise it further: @milinddeora (Congress leader) Watch #Viewpoint with @Zakka_Jacob https://t.co/zETkNBgbpk",2
"Won't Implement CAA, Says Kerala Chief Minister After Amit Shah's Pledge https://t.co/TJDxIJvYyY https://t.co/THLeHl6cDD",1
UP emerged as the main and the most violent battleground in the confrontation between the Union government and irate Indian citizens over the contentious Citizenship (Amendment) Act 2019. Read more in the latest Issue of #IndiaTodayMagazine. https://t.co/83kz5Vq4Dj #Promo https://t.co/6aUusGT5Ru,2
the worldwide protests against caa nrc can not be ignored euvoteagainstcaa,1
on internationalwomensday women members of tmc marched in rally in central kolkata denouncing caa nrc iwd,1
India’s Home Min referred to Muslims as “infiltrators” &amp; “termites” who could be evicted from India through a pincer action of the National Register of Citizens + Citizenship Amendment Act. Pl join your colleague @mikepompeo in condemning such dehumanising language @NirajAntani. https://t.co/wfD9OQJp3D,1
father fought for freedom alongside chandrashekhar azad daughter served foreigner notice in assam nrc caa npr,2
"Tamil Nadu chief minister MK Stalin adopted a resolution on Wednesday urging the union government to repeal the contentious Citizenship Amendment Act (CAA), 2019. https://t.co/1dLhR1FS68",1
The Citizenship Amendment Act and the proposed National Register of Citizens has created much anxiety amongst the people. Prof Faizan Mustafa a leading jurist author and speaker will explain every aspect of the law in his usual analytical and clear manner. #CAA #NRC RT pl https://t.co/Pgv1EtzFAV,2
meet young protestor zohan ali hasan who is going along with us to address a gathering in bara gaya bihar he packed his milk and biscuits in his bag and started his journey by chanting inquilab zindabad caa nrc protests,1
non bjp parties are counting their mla again and again after hrs those state who passing resolution that they wo not allow caa nrc in their states should be declared union territories immediately rt,0
finding oppn if the oppn wants to attack on economy than they should why do they keep getting distracted with caa nrc rss writer amp defence expert,2
dear liberals testing for corona virus is not nrc not even npr definitely not caa please tell your peaceful friends to cooperate after kaagaz nahin dikhayenge test nahin karayenge also,2
PM @narendramodi assures fellow Indians that Citizenship Amendment Act (CAA) does not affect any citizen of India irrespective of their religion. #CitizenshipAmendmentAct https://t.co/nMA8rAlH3O,0
"The 'award wapsi gang' who claims to be the 'poster boys &amp; poster girls' of secularism won't have anything to say over such incidents: @Shehzad_Ind, Political Analyst tells TIMES NOW over an AMU student being allegedly threatened for supporting CAA &amp; NRC. | #AMUHijabUltimatum https://t.co/l5wRtHBbJY",2
the government s disingenuous defence of the caa and nrc in the supreme court reports caa nrc,1
we condemn the sealing of ultrasound centre of dr madhavi mital at allahabad is done in revenge by up govt bcz her husband dr ashish has extending support to women s sit in against caa nrc npr punishing an independent working woman on women s day is not justified,2
coronavirus arrives in india looks around and says what s the point of k ll ng these people they re already deeply infected or dead gogoi electoralbonds caa nrc npr delhipogrom loya collapsedeconomy junkedsurveys mlamarket soldmedia criminalnetas ripjudiciary,1
you may may not respond infact you can choose to be silent in this issue sir i just wan na give a try since you are a trs supporter in tg i m curious to know your stand on caa and nrc,2
Madam we remember you have warned us before but we fools were busy fighting for Citizenship Amendment Act (CAA) the National Population Register (NPR) possible National Register of Citizens (NRC) and Shaheen Bagh. Shame on us and lots of love for you. https://t.co/VI8uVI5LMj,2
Prasar Bharati Chairman @mediasurya says the charge that Citizenship Amendment Act hits minorities in India is totally baseless has nothing to do with citizens of India. This is the provision to help people who are coming into our country https://t.co/IdH6g9mMCU,0
what has it achieved for the protesters other than a few interviews by trp hungry lutyens poop media a certain amount of air time on tv in real terms nothing caa is here to stay and very rightly so nrc was anyway not on the table so what s all the exultation about,0
telangana assembly today passed a resolution against caa nrc npr on the representation of aimim floor leader amp pac chairman akbaruddin owaisi our work is our identity,1
The women taking part in the non-stop vigil at Park Circus Maidan against the Citizenship (Amendment) Act and the proposed National Register of Citizens have vowed not to budge from the ground till the act is revoked. https://t.co/MGvyckvg05,0
all this time did media tried to create a safe environ or educate or create awareness about the pandemic just before the pandemic they wanted to weed out minorities through caa nrc every mis management is the lack of good governance the onus is on the govt,1
"Hindus, Sikhs and Jains left India for distant lands. They have a civilizational link with India. Mother India has a obligation to help them: Skand Tayal, Former Diplomat, on Union Minister Hardeep Puri's tweet justifying the CAA in the wake of #AfghanistanCrisis https://t.co/UJ14pqjDEt",0
indian red cross society tirunelveli branch had passed an resolution opposing caa nrc it is to be noted that indian red cross is an govt aided ngo and is controlled by missionaries missionkaali,1
BSP supremo Mayawati has urged the Central Government to allay the apprehensions among Muslims regarding the Citizenship Amendment Act and the National Register of Citizens https://t.co/FchOO8OHZY,2
there are serious questions as to the legality and constitutionality of caa npr and nrc telangana cm k chandrasekhara rao kcr telangana,1
as the protests against caa npr nrc are halted in the wake of covid outbreak we ll now protest against the communal outbreak in the country to fight against this virus we ve decided to put across the names of the ad agencies which sponsor obnoxious primetime tv debates,2
this will work i guess,2
his real donation are to pakistan always you can google it out anytime,2
The Citizenship Amendment Act 2019 does not affect any Indian citizen. Watch what the artists have to say about CAA. #IndiaSupportsCAA https://t.co/drfEuMC9SZ,0
speaking in the telangana assembly regarding a resolution against npr nrc amp caa cm kcr says what is this goli maro salon ko slogan a civilized society like india s should not tolerate this this is not good for the nation s tolerant nature which is mentioned in the preamble,1
Through Citizen Amendment Act the Govt. has exposed in front of the whole world how Hindus are leaving a hellish life in Pakistan Bangladesh and Afghanistan. #PatrioticIndiansSupportCAA,0
"#India secures Guru Granth Sahib Swaroop, rescues Afghans from #Taliban hate.  Grateful #CAA â€˜baitersâ€™ now hail #Modi Sarkarâ€™s #CAA â€˜lifelineâ€™. INDIA UPFRONT with Rahul Shivshankar. | #LobbyCAASelfGoal https://t.co/nRwdbqnUBB",0
